date,open,high,low,close,volume
2023-08-10 10:00:00,180.5596,179.12,180.75,179.5701,8864489
2023-08-10 11:00:00,179.58,178.01,179.6,178.355,7226979
2023-08-10 12:00:00,178.35,177.85,178.9199,177.97,5530451
2023-08-10 13:00:00,177.9637,177.6,178.3911,177.68,4789585
2023-08-10 14:00:00,177.69,177.65,178.6904,178.615,5719307
2023-08-10 15:00:00,178.62,177.72,178.7,178.01,7683194
